city,state_id,state_name,county_name,lat,lng,timezone
New York,NY,New York,Queens,40.6943,-73.9249,America/New_York
Los Angeles,CA,California,Los Angeles,34.1141,-118.4068,America/Los_Angeles
Chicago,IL,Illinois,Cook,41.8375,-87.6866,America/Chicago
Miami,FL,Florida,Miami-Dade,25.7840,-80.2101,America/New_York
Houston,TX,Texas,Harris,29.7860,-95.3885,America/Chicago
Dallas,TX,Texas,Dallas,32.7935,-96.7667,America/Chicago
Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339,America/New_York
Atlanta,GA,Georgia,Fulton,33.7628,-84.4220,America/New_York
Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,America/New_York
Boston,MA,Massachusetts,Suffolk,42.3188,-71.0852,America/New_York
Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0892,America/Phoenix
Detroit,MI,Michigan,Wayne,42.3834,-83.1024,America/Detroit
Seattle,WA,Washington,King,47.6211,-122.3244,America/Los_Angeles
San Francisco,CA,California,San Francisco,37.7558,-122.4449,America/Los_Angeles
San Diego,CA,California,San Diego,32.8313,-117.1222,America/Los_Angeles
Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,America/Chicago
Tampa,FL,Florida,Hillsborough,27.9945,-82.4447,America/New_York
Brooklyn,NY,New York,Kings,40.6501,-73.9496,America/New_York
Denver,CO,Colorado,Denver,39.7620,-104.8758,America/Denver
Queens,NY,New York,Queens,40.7498,-73.7976,America/New_York
Riverside,CA,California,Riverside,33.9381,-117.3949,America/Los_Angeles
Las Vegas,NV,Nevada,Clark,36.2333,-115.2654,America/Los_Angeles
Baltimore,MD,Maryland,Baltimore,39.3051,-76.6144,America/New_York
St. Louis,MO,Missouri,St. Louis,38.6359,-90.2451,America/Chicago
Portland,OR,Oregon,Multnomah,45.5371,-122.6500,America/Los_Angeles
San Antonio,TX,Texas,Bexar,29.4632,-98.5238,America/Chicago
Sacramento,CA,California,Sacramento,38.5677,-121.4685,America/Los_Angeles
Austin,TX,Texas,Travis,30.3005,-97.7522,America/Chicago
Orlando,FL,Florida,Orange,28.4773,-81.3370,America/New_York
San Juan,PR,Puerto Rico,San Juan,18.3985,-66.0610,America/Puerto_Rico
San Jose,CA,California,Santa Clara,37.3012,-121.8480,America/Los_Angeles
Indianapolis,IN,Indiana,Marion,39.7771,-86.1458,America/Indiana/Indianapolis
Pittsburgh,PA,Pennsylvania,Allegheny,40.4397,-79.9763,America/New_York
Cincinnati,OH,Ohio,Hamilton,39.1413,-84.5060,America/New_York
Manhattan,NY,New York,New York,40.7834,-73.9662,America/New_York
Kansas City,MO,Missouri,Jackson,39.1238,-94.5541,America/Chicago
Cleveland,OH,Ohio,Cuyahoga,41.4764,-81.6805,America/New_York
Columbus,OH,Ohio,Franklin,39.9862,-82.9855,America/New_York
Bronx,NY,New York,Bronx,40.8501,-73.8662,America/New_York
Charlotte,NC,North Carolina,Mecklenburg,35.2083,-80.8303,America/New_York
Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435,America/New_York
Jacksonville,FL,Florida,Duval,30.3322,-81.6749,America/New_York
Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9675,America/Chicago
Providence,RI,Rhode Island,Providence,41.8230,-71.4187,America/New_York
Nashville,TN,Tennessee,Davidson,36.1715,-86.7842,America/Chicago
Salt Lake City,UT,Utah,Salt Lake,40.7776,-111.9311,America/Denver
Raleigh,NC,North Carolina,Wake,35.8324,-78.6429,America/New_York
Richmond,VA,Virginia,Richmond,37.5295,-77.4756,America/New_York
Memphis,TN,Tennessee,Shelby,35.1087,-89.9663,America/Chicago
Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136,America/Chicago
Hartford,CT,Connecticut,Capitol,41.7661,-72.6834,America/New_York
Louisville,KY,Kentucky,Jefferson,38.1663,-85.6485,America/New_York
Buffalo,NY,New York,Erie,42.9018,-78.8487,America/New_York
Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474,America/Chicago
Bridgeport,CT,Connecticut,Greater Bridgeport,41.1918,-73.1954,America/New_York
New Orleans,LA,Louisiana,Orleans,30.0687,-89.9288,America/Chicago
Tucson,AZ,Arizona,Pima,32.1541,-110.8787,America/Phoenix
El Paso,TX,Texas,El Paso,31.8476,-106.4300,America/Denver
Omaha,NE,Nebraska,Douglas,41.2627,-96.0529,America/Chicago
McAllen,TX,Texas,Hidalgo,26.2252,-98.2467,America/Chicago
Birmingham,AL,Alabama,Jefferson,33.5279,-86.7971,America/Chicago
Albuquerque,NM,New Mexico,Bernalillo,35.1054,-106.6465,America/Denver
Tulsa,OK,Oklahoma,Tulsa,36.1283,-95.9042,America/Chicago
Charleston,SC,South Carolina,Charleston,32.8168,-79.9687,America/New_York
Fresno,CA,California,Fresno,36.7830,-119.7939,America/Los_Angeles
Rochester,NY,New York,Monroe,43.1680,-77.6162,America/New_York
Dayton,OH,Ohio,Montgomery,39.7805,-84.2003,America/New_York
Cape Coral,FL,Florida,Lee,26.6443,-81.9957,America/New_York
Provo,UT,Utah,Utah,40.2457,-111.6457,America/Denver
Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7605,America/Denver
Mission Viejo,CA,California,Orange,33.6096,-117.6551,America/Los_Angeles
Allentown,PA,Pennsylvania,Lehigh,40.5961,-75.4756,America/New_York
Baton Rouge,LA,Louisiana,East Baton Rouge,30.4420,-91.1311,America/Chicago
Ogden,UT,Utah,Weber,41.2279,-111.9682,America/Denver
Knoxville,TN,Tennessee,Knox,35.9692,-83.9496,America/New_York
Grand Rapids,MI,Michigan,Kent,42.9619,-85.6562,America/Detroit
Columbia,SC,South Carolina,Richland,34.0378,-80.9036,America/New_York
Albany,NY,New York,Albany,42.6664,-73.7987,America/New_York
Bakersfield,CA,California,Kern,35.3529,-119.0359,America/Los_Angeles
New Haven,CT,Connecticut,South Central Connecticut,41.3113,-72.9246,America/New_York
Des Moines,IA,Iowa,Polk,41.5725,-93.6105,America/Chicago
Palm Bay,FL,Florida,Brevard,27.9631,-80.6593,America/New_York
Akron,OH,Ohio,Summit,41.0798,-81.5219,America/New_York
Concord,CA,California,Contra Costa,37.9722,-122.0016,America/Los_Angeles
Mesa,AZ,Arizona,Maricopa,33.4015,-111.7178,America/Phoenix
Wichita,KS,Kansas,Sedgwick,37.6895,-97.3443,America/Chicago
Harrisburg,PA,Pennsylvania,Dauphin,40.2752,-76.8843,America/New_York
Staten Island,NY,New York,Richmond,40.5834,-74.1496,America/New_York
Toledo,OH,Ohio,Lucas,41.6638,-83.5827,America/New_York
Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079,America/New_York
Port St. Lucie,FL,Florida,St. Lucie,27.2796,-80.3884,America/New_York
Little Rock,AR,Arkansas,Pulaski,34.7256,-92.3577,America/Chicago
Madison,WI,Wisconsin,Dane,43.0822,-89.3930,America/Chicago
Spokane,WA,Washington,Spokane,47.6671,-117.4330,America/Los_Angeles
Long Beach,CA,California,Los Angeles,33.7977,-118.1670,America/Los_Angeles
Denton,TX,Texas,Denton,33.2175,-97.1418,America/Chicago
Reno,NV,Nevada,Washoe,39.5497,-119.8483,America/Los_Angeles
Boise,ID,Idaho,Ada,43.6005,-116.2308,America/Boise
Bonita Springs,FL,Florida,Lee,26.3558,-81.7859,America/New_York
Kissimmee,FL,Florida,Osceola,28.3041,-81.4169,America/New_York
Augusta,GA,Georgia,Richmond,33.3645,-82.0708,America/New_York
Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395,America/New_York
Oakland,CA,California,Alameda,37.7904,-122.2166,America/Los_Angeles
Winston-Salem,NC,North Carolina,Forsyth,36.1029,-80.2610,America/New_York
Stockton,CA,California,San Joaquin,37.9765,-121.3109,America/Los_Angeles
Durham,NC,North Carolina,Durham,35.9792,-78.9022,America/New_York
Chattanooga,TN,Tennessee,Hamilton,35.0660,-85.2481,America/New_York
Greenville,SC,South Carolina,Greenville,34.8354,-82.3646,America/New_York
Lancaster,PA,Pennsylvania,Lancaster,40.0420,-76.3012,America/New_York
Syracuse,NY,New York,Onondaga,43.0407,-76.1437,America/New_York
Fayetteville,AR,Arkansas,Washington,36.0714,-94.1661,America/Chicago
Pensacola,FL,Florida,Escambia,30.4413,-87.1911,America/Chicago
Arlington,TX,Texas,Tarrant,32.6998,-97.1250,America/Chicago
Aurora,CO,Colorado,Arapahoe,39.7083,-104.7237,America/Denver
Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649,America/New_York
Oxnard,CA,California,Ventura,34.1964,-119.1815,America/Los_Angeles
Indio,CA,California,Riverside,33.7346,-116.2346,America/Los_Angeles
Victorville,CA,California,San Bernardino,34.5277,-117.3536,America/Los_Angeles
Trenton,NJ,New Jersey,Mercer,40.2237,-74.7641,America/New_York
Huntsville,AL,Alabama,Madison,34.6981,-86.6412,America/Chicago
Modesto,CA,California,Stanislaus,37.6375,-121.0028,America/Los_Angeles
Honolulu,HI,Hawaii,Honolulu,21.3294,-157.8460,Pacific/Honolulu
Greensboro,NC,North Carolina,Guilford,36.0956,-79.8271,America/New_York
Fort Wayne,IN,Indiana,Allen,41.0888,-85.1436,America/Indiana/Indianapolis
Anaheim,CA,California,Orange,33.8390,-117.8574,America/Los_Angeles
Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767,America/Chicago
Fort Collins,CO,Colorado,Larimer,40.5477,-105.0656,America/Denver
Antioch,CA,California,Contra Costa,37.9787,-121.7960,America/Los_Angeles
Jackson,MS,Mississippi,Hinds,32.3157,-90.2125,America/Chicago
Fayetteville,NC,North Carolina,Cumberland,35.0850,-78.9772,America/New_York
Myrtle Beach,SC,South Carolina,Horry,33.7094,-78.8844,America/New_York
Henderson,NV,Nevada,Clark,36.0133,-115.0381,America/Los_Angeles
Mobile,AL,Alabama,Mobile,30.6782,-88.1162,America/Chicago
Lexington,KY,Kentucky,Fayette,38.0423,-84.4587,America/New_York
Lansing,MI,Michigan,Ingham,42.7142,-84.5601,America/Detroit
Savannah,GA,Georgia,Chatham,32.0286,-81.1821,America/New_York
Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463,America/New_York
Ann Arbor,MI,Michigan,Washtenaw,42.2759,-83.7310,America/Detroit
Santa Ana,CA,California,Orange,33.7367,-117.8819,America/Los_Angeles
Irvine,CA,California,Orange,33.6772,-117.7738,America/Los_Angeles
St. Paul,MN,Minnesota,Ramsey,44.9478,-93.1039,America/Chicago
Poughkeepsie,NY,New York,Dutchess,41.6950,-73.9211,America/New_York
Newark,NJ,New Jersey,Essex,40.7245,-74.1725,America/New_York
Santa Rosa,CA,California,Sonoma,38.4458,-122.7067,America/Los_Angeles
Concord,NC,North Carolina,Cabarrus,35.3933,-80.6369,America/New_York
Winter Haven,FL,Florida,Polk,28.0118,-81.7014,America/New_York
Asheville,NC,North Carolina,Buncombe,35.5707,-82.5537,America/New_York
Canton,OH,Ohio,Stark,40.8078,-81.3676,America/New_York
Lincoln,NE,Nebraska,Lancaster,40.8099,-96.6784,America/Chicago
Flint,MI,Michigan,Genesee,43.0236,-83.6921,America/Detroit
Lakeland,FL,Florida,Polk,28.0557,-81.9545,America/New_York
Jersey City,NJ,New Jersey,Hudson,40.7184,-74.0686,America/New_York
Anchorage,AK,Alaska,Anchorage,61.1508,-149.1091,America/Anchorage
Springfield,MO,Missouri,Greene,37.1943,-93.2916,America/Chicago
Plano,TX,Texas,Collin,33.0502,-96.7486,America/Chicago
Lubbock,TX,Texas,Lubbock,33.5657,-101.8879,America/Chicago
Davenport,IA,Iowa,Scott,41.5565,-90.6053,America/Chicago
Reading,PA,Pennsylvania,Berks,40.3400,-75.9267,America/New_York
Shreveport,LA,Louisiana,Caddo,32.4653,-93.7955,America/Chicago
Chandler,AZ,Arizona,Maricopa,33.2825,-111.8514,America/Phoenix
South Bend,IN,Indiana,St. Joseph,41.6767,-86.2696,America/Indiana/Indianapolis
Wilmington,NC,North Carolina,New Hanover,34.2099,-77.8866,America/New_York
Chula Vista,CA,California,San Diego,32.6281,-117.0144,America/Los_Angeles
Rockford,IL,Illinois,Winnebago,42.2596,-89.0640,America/Chicago
Eugene,OR,Oregon,Lane,44.0564,-123.1174,America/Los_Angeles
Salem,OR,Oregon,Marion,44.9233,-123.0244,America/Los_Angeles
Gilbert,AZ,Arizona,Maricopa,33.3100,-111.7463,America/Phoenix
North Las Vegas,NV,Nevada,Clark,36.2883,-115.0888,America/Los_Angeles
Santa Clarita,CA,California,Los Angeles,34.4175,-118.4964,America/Los_Angeles
Peoria,IL,Illinois,Peoria,40.7520,-89.6154,America/Chicago
Tallahassee,FL,Florida,Leon,30.4551,-84.2527,America/New_York
Killeen,TX,Texas,Bell,31.0753,-97.7297,America/Chicago
St. Petersburg,FL,Florida,Pinellas,27.7931,-82.6652,America/New_York
Kennewick,WA,Washington,Benton,46.1978,-119.1732,America/Los_Angeles
Columbus,GA,Georgia,Muscogee,32.5100,-84.8771,America/New_York
Laredo,TX,Texas,Webb,27.5625,-99.4874,America/Chicago
Irving,TX,Texas,Dallas,32.8583,-96.9702,America/Chicago
Round Lake Beach,IL,Illinois,Lake,42.3791,-88.0811,America/Chicago
Montgomery,AL,Alabama,Montgomery,32.3482,-86.2668,America/Chicago
Chesapeake,VA,Virginia,Chesapeake,36.6778,-76.3023,America/New_York
Glendale,AZ,Arizona,Maricopa,33.5791,-112.2311,America/Phoenix
Nashua,NH,New Hampshire,Hillsborough,42.7491,-71.4910,America/New_York
York,PA,Pennsylvania,York,39.9651,-76.7315,America/New_York
Garland,TX,Texas,Dallas,32.9100,-96.6304,America/Chicago
Rock Hill,SC,South Carolina,York,34.9415,-81.0241,America/New_York
Scottsdale,AZ,Arizona,Maricopa,33.6872,-111.8651,America/Phoenix
Aguadilla,PR,Puerto Rico,Aguadilla,18.4382,-67.1537,America/Puerto_Rico
Arlington,VA,Virginia,Arlington,38.8786,-77.1011,America/New_York
Norfolk,VA,Virginia,Norfolk,36.8945,-76.2590,America/New_York
Appleton,WI,Wisconsin,Outagamie,44.2780,-88.3892,America/Chicago
Enterprise,NV,Nevada,Clark,36.0091,-115.2278,America/Los_Angeles
Gulfport,MS,Mississippi,Harrison,30.4274,-89.0704,America/Chicago
Lafayette,LA,Louisiana,Lafayette,30.2082,-92.0325,America/Chicago
Bremerton,WA,Washington,Kitsap,47.5436,-122.7121,America/Los_Angeles
Fremont,CA,California,Alameda,37.5265,-121.9843,America/Los_Angeles
Green Bay,WI,Wisconsin,Brown,44.5148,-87.9895,America/Chicago
Fargo,ND,North Dakota,Cass,46.8651,-96.8292,America/Chicago
Deltona,FL,Florida,Volusia,28.9050,-81.2137,America/New_York
Brownsville,TX,Texas,Cameron,25.9975,-97.4580,America/Chicago
Hialeah,FL,Florida,Miami-Dade,25.8696,-80.3045,America/New_York
San Bernardino,CA,California,San Bernardino,34.1416,-117.2943,America/Los_Angeles
Tacoma,WA,Washington,Pierce,47.2431,-122.4531,America/Los_Angeles
Gainesville,FL,Florida,Alachua,29.6804,-82.3459,America/New_York
Spring Valley,NV,Nevada,Clark,36.0952,-115.2636,America/Los_Angeles
Clarksville,TN,Tennessee,Montgomery,36.5692,-87.3413,America/Chicago
College Station,TX,Texas,Brazos,30.5852,-96.2959,America/Chicago
Olympia,WA,Washington,Thurston,47.0417,-122.8959,America/Los_Angeles
Roanoke,VA,Virginia,Roanoke,37.2785,-79.9581,America/New_York
Portland,ME,Maine,Cumberland,43.6773,-70.2715,America/New_York
Fontana,CA,California,San Bernardino,34.0968,-117.4599,America/Los_Angeles
Spartanburg,SC,South Carolina,Spartanburg,34.9442,-81.9251,America/New_York
Moreno Valley,CA,California,Riverside,33.9244,-117.2045,America/Los_Angeles
Frisco,TX,Texas,Collin,33.1560,-96.8216,America/Chicago
Yonkers,NY,New York,Westchester,40.9466,-73.8673,America/New_York
Thousand Oaks,CA,California,Ventura,34.1914,-118.8756,America/Los_Angeles
Sioux Falls,SD,South Dakota,Minnehaha,43.5396,-96.7311,America/Chicago
Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,America/New_York
Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341,America/Chicago
Amarillo,TX,Texas,Potter,35.1984,-101.8316,America/Chicago
Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882,America/Detroit
Lorain,OH,Ohio,Lorain,41.4409,-82.1840,America/New_York
Galveston,TX,Texas,Galveston,29.2484,-94.8913,America/Chicago
McKinney,TX,Texas,Collin,33.2016,-96.6670,America/Chicago
Huntington,WV,West Virginia,Cabell,38.4109,-82.4345,America/New_York
Nampa,ID,Idaho,Canyon,43.5844,-116.5638,America/Boise
Hickory,NC,North Carolina,Catawba,35.7410,-81.3223,America/New_York
Waterbury,CT,Connecticut,Naugatuck Valley,41.5582,-73.0361,America/New_York
Sunrise Manor,NV,Nevada,Clark,36.1783,-115.0487,America/Los_Angeles
Grand Prairie,TX,Texas,Dallas,32.6871,-97.0208,America/Chicago
Ocala,FL,Florida,Marion,29.1780,-82.1511,America/New_York
Waco,TX,Texas,McLennan,31.5599,-97.1882,America/Chicago
Overland Park,KS,Kansas,Johnson,38.8870,-94.6870,America/Chicago
Frederick,MD,Maryland,Frederick,39.4337,-77.4141,America/New_York
Huntington Beach,CA,California,Orange,33.6960,-118.0018,America/Los_Angeles
Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,America/Los_Angeles
Peoria,AZ,Arizona,Maricopa,33.7843,-112.2989,America/Phoenix
Cedar Rapids,IA,Iowa,Linn,41.9662,-91.6783,America/Chicago
Vancouver,WA,Washington,Clark,45.6366,-122.5967,America/Los_Angeles
Glendale,CA,California,Los Angeles,34.1819,-118.2468,America/Los_Angeles
Gastonia,NC,North Carolina,Gaston,35.2494,-81.1854,America/New_York
Spring Hill,FL,Florida,Hernando,28.4798,-82.5300,America/New_York
Murfreesboro,TN,Tennessee,Rutherford,35.8490,-86.4121,America/Chicago
Tempe,AZ,Arizona,Maricopa,33.3881,-111.9319,America/Phoenix
Paradise,NV,Nevada,Clark,36.0872,-115.1355,America/Los_Angeles
Newport News,VA,Virginia,Newport News,37.1051,-76.5185,America/New_York
Erie,PA,Pennsylvania,Erie,42.1167,-80.0733,America/New_York
Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,America/New_York
Gainesville,GA,Georgia,Hall,34.2902,-83.8294,America/New_York
Aurora,IL,Illinois,Kane,41.7638,-88.2902,America/Chicago
Mauldin,SC,South Carolina,Greenville,34.7821,-82.3032,America/New_York
Ontario,CA,California,San Bernardino,34.0393,-117.6064,America/Los_Angeles
Elk Grove,CA,California,Sacramento,38.4161,-121.3842,America/Los_Angeles
Panama City,FL,Florida,Bay,30.1995,-85.6003,America/Chicago
Cary,NC,North Carolina,Wake,35.7819,-78.8195,America/New_York
Hemet,CA,California,Riverside,33.7341,-116.9969,America/Los_Angeles
Danbury,CT,Connecticut,Western Connecticut,41.4015,-73.4709,America/New_York
Rancho Cucamonga,CA,California,San Bernardino,34.1247,-117.5667,America/Los_Angeles
Salinas,CA,California,Monterey,36.6883,-121.6317,America/Los_Angeles
Oceanside,CA,California,San Diego,33.2247,-117.3083,America/Los_Angeles
Vallejo,CA,California,Solano,38.1125,-122.2342,America/Los_Angeles
High Point,NC,North Carolina,Guilford,35.9910,-79.9937,America/New_York
Garden Grove,CA,California,Orange,33.7787,-117.9601,America/Los_Angeles
Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,America/New_York
Lancaster,CA,California,Los Angeles,34.6935,-118.1753,America/Los_Angeles
Marysville,WA,Washington,Snohomish,48.0809,-122.1561,America/Los_Angeles
Bayamón,PR,Puerto Rico,Bayamón,18.3794,-66.1635,America/Puerto_Rico
Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,America/New_York
Visalia,CA,California,Tulare,36.3276,-119.3269,America/Los_Angeles
Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5268,America/Chicago
Palmdale,CA,California,Los Angeles,34.5944,-118.1057,America/Los_Angeles
Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,America/Los_Angeles
Medford,OR,Oregon,Jackson,42.3372,-122.8540,America/Los_Angeles
Norwich,CT,Connecticut,Southeastern Connecticut,41.5495,-72.0882,America/New_York
Merced,CA,California,Merced,37.3057,-120.4779,America/Los_Angeles
Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,America/New_York
Odessa,TX,Texas,Ector,31.8801,-102.3448,America/Chicago
Muskegon,MI,Michigan,Muskegon,43.2281,-86.2562,America/Detroit
Leesburg,FL,Florida,Lake,28.7672,-81.8962,America/New_York
Lafayette,IN,Indiana,Tippecanoe,40.3991,-86.8593,America/Indiana/Indianapolis
Hayward,CA,California,Alameda,37.6328,-122.0766,America/Los_Angeles
Corona,CA,California,Riverside,33.8616,-117.5649,America/Los_Angeles
Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,America/New_York
Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,America/New_York
Macon,GA,Georgia,Bibb,32.8065,-83.6974,America/New_York
Lakewood,CO,Colorado,Jefferson,39.6977,-105.1172,America/Denver
Springfield,IL,Illinois,Sangamon,39.7709,-89.6540,America/Chicago
Kansas City,KS,Kansas,Wyandotte,39.1235,-94.7443,America/Chicago
Burlington,NC,North Carolina,Alamance,36.0760,-79.4685,America/New_York
Warner Robins,GA,Georgia,Houston,32.5961,-83.6527,America/New_York
Sunnyvale,CA,California,Santa Clara,37.3836,-122.0255,America/Los_Angeles
Hollywood,FL,Florida,Broward,26.0293,-80.1679,America/New_York
Roseville,CA,California,Placer,38.7703,-121.3196,America/Los_Angeles
New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,America/New_York
South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,America/Detroit
Bellevue,WA,Washington,King,47.5951,-122.1535,America/Los_Angeles
Fairfield,CA,California,Solano,38.2583,-122.0335,America/Los_Angeles
Binghamton,NY,New York,Broome,42.1014,-75.9093,America/New_York
Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,America/Chicago
Escondido,CA,California,San Diego,33.1348,-117.0723,America/Los_Angeles
Joliet,IL,Illinois,Will,41.5188,-88.1499,America/Chicago
Surprise,AZ,Arizona,Maricopa,33.6815,-112.4515,America/Phoenix
Naperville,IL,Illinois,DuPage,41.7480,-88.1659,America/Chicago
Pasadena,TX,Texas,Harris,29.6575,-95.1498,America/Chicago
Mesquite,TX,Texas,Dallas,32.7602,-96.5865,America/Chicago
Champaign,IL,Illinois,Champaign,40.1142,-88.2737,America/Chicago
Pomona,CA,California,Los Angeles,34.0585,-117.7626,America/Los_Angeles
Houma,LA,Louisiana,Terrebonne,29.5800,-90.7059,America/Chicago
Athens,GA,Georgia,Clarke,33.9508,-83.3689,America/New_York
St. George,UT,Utah,Washington,37.0758,-113.5752,America/Denver
Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,America/Chicago
Elkhart,IN,Indiana,Elkhart,41.6916,-85.9627,America/Indiana/Indianapolis
Lake Charles,LA,Louisiana,Calcasieu,30.2010,-93.2111,America/Chicago
Santa Maria,CA,California,Santa Barbara,34.9333,-120.4431,America/Los_Angeles
Yuma,AZ,Arizona,Yuma,32.5995,-114.5491,America/Phoenix
Olathe,KS,Kansas,Johnson,38.8833,-94.8200,America/Chicago
Midland,TX,Texas,Midland,32.0243,-102.1147,America/Chicago
Greeley,CO,Colorado,Weld,40.4152,-104.7706,America/Denver
Torrance,CA,California,Los Angeles,33.8346,-118.3416,America/Los_Angeles
Thornton,CO,Colorado,Adams,39.9197,-104.9438,America/Denver
Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7893,America/Denver
Columbia,MO,Missouri,Boone,38.9472,-92.3268,America/Chicago
Fullerton,CA,California,Orange,33.8841,-117.9279,America/Los_Angeles
Grand Junction,CO,Colorado,Mesa,39.0877,-108.5673,America/Denver
Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,America/Puerto_Rico
Metairie,LA,Louisiana,Jefferson,29.9977,-90.1780,America/Chicago
Orange,CA,California,Orange,33.8038,-117.8218,America/Los_Angeles
Warren,MI,Michigan,Macomb,42.4934,-83.0270,America/Detroit
West Valley City,UT,Utah,Salt Lake,40.6886,-112.0123,America/Denver
Hampton,VA,Virginia,Hampton,37.0551,-76.3630,America/New_York
Pasadena,CA,California,Los Angeles,34.1597,-118.1390,America/Los_Angeles
Miramar,FL,Florida,Broward,25.9773,-80.3351,America/New_York
Elizabeth,NJ,New Jersey,Union,40.6658,-74.1913,America/New_York
Stamford,CT,Connecticut,Western Connecticut,41.1039,-73.5585,America/New_York
Racine,WI,Wisconsin,Racine,42.7274,-87.8135,America/Chicago
Kent,WA,Washington,King,47.3887,-122.2128,America/Los_Angeles
Yakima,WA,Washington,Yakima,46.5923,-120.5496,America/Los_Angeles
Coral Springs,FL,Florida,Broward,26.2702,-80.2591,America/New_York
Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,America/Detroit
Billings,MT,Montana,Yellowstone,45.7891,-108.5526,America/Denver
Bloomington,IL,Illinois,McLean,40.4757,-88.9703,America/Chicago
Charleston,WV,West Virginia,Kanawha,38.3484,-81.6322,America/New_York
Carrollton,TX,Texas,Dallas,32.9890,-96.8999,America/Chicago
Tyler,TX,Texas,Smith,32.3184,-95.3062,America/Chicago
Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,America/Chicago
Johnson City,TN,Tennessee,Washington,36.3406,-82.3806,America/New_York
Santa Clara,CA,California,Santa Clara,37.3646,-121.9680,America/Los_Angeles
Bellingham,WA,Washington,Whatcom,48.7548,-122.4690,America/Los_Angeles
Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,America/Chicago
Coeur d'Alene,ID,Idaho,Kootenai,47.7040,-116.7936,America/Los_Angeles
Fort Smith,AR,Arkansas,Sebastian,35.3495,-94.3695,America/Chicago
Lewisville,TX,Texas,Denton,33.0454,-96.9815,America/Chicago
Dover,DE,Delaware,Kent,39.1610,-75.5202,America/New_York
Yuba City,CA,California,Sutter,39.1357,-121.6383,America/Los_Angeles
Lehigh Acres,FL,Florida,Lee,26.6120,-81.6388,America/New_York
Abilene,TX,Texas,Taylor,32.4543,-99.7384,America/Chicago
Simi Valley,CA,California,Ventura,34.2663,-118.7490,America/Los_Angeles
Pearland,TX,Texas,Brazoria,29.5581,-95.3218,America/Chicago
Kenosha,WI,Wisconsin,Kenosha,42.5865,-87.8773,America/Chicago
Arecibo,PR,Puerto Rico,Arecibo,18.4491,-66.7387,America/Puerto_Rico
Meridian,ID,Idaho,Ada,43.6116,-116.3977,America/Boise
Round Rock,TX,Texas,Williamson,30.5270,-97.6642,America/Chicago
Waldorf,MD,Maryland,Charles,38.6085,-76.9194,America/New_York
Temple,TX,Texas,Bell,31.1068,-97.3891,America/Chicago
Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,America/New_York
Rochester,MN,Minnesota,Olmsted,44.0154,-92.4780,America/Chicago
Logan,UT,Utah,Cache,41.7399,-111.8422,America/Denver
Arvada,CO,Colorado,Jefferson,39.8320,-105.1510,America/Denver
Clovis,CA,California,Fresno,36.8278,-119.6830,America/Los_Angeles
Independence,MO,Missouri,Jackson,39.0871,-94.3501,America/Chicago
Redding,CA,California,Shasta,40.5698,-122.3650,America/Los_Angeles
Greenville,NC,North Carolina,Pitt,35.5943,-77.3760,America/New_York
Duluth,MN,Minnesota,St. Louis,46.7756,-92.1393,America/Chicago
Berkeley,CA,California,Alameda,37.8722,-122.2760,America/Los_Angeles
Boulder,CO,Colorado,Boulder,40.0248,-105.2524,America/Denver
Pueblo,CO,Colorado,Pueblo,38.2701,-104.6114,America/Denver
West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.1320,America/New_York
